Time (s),Vds (V),IDS,VG,IGS,cycle_id,diff_VG,direction,log_IDS
435.549,-1.0,8.833670683827675e-09,0.1800000071525574,4.6086432448078085e-09,3,-0.0599999874830246,ida,-8.053858795123165
436.548,-1.0,7.502293897232447e-09,0.119999997317791,1.729345333600918e-09,3,-0.0600000098347664,ida,-8.124805926662741
437.548,-1.0,6.366503324528593e-09,0.059999998658895486,-6.733894553079267e-10,3,-0.05999999865889551,ida,-8.196099029801658
438.547,-1.0,5.41102895823542e-09,0.0,-2.679824806506304e-09,3,-0.059999998658895486,ida,-8.266720141844873
439.55,-1.0,4.5923354008436945e-09,-0.059999998658895486,-4.532385133870775e-09,3,-0.059999998658895486,ida,-8.337966400789465
440.548,-1.0,3.890764599390195e-09,-0.119999997317791,-5.801916280745444e-09,3,-0.05999999865889551,ida,-8.409965044261405
441.615,-1.0,3.2851339426542836e-09,-0.1800000071525574,-7.853233618959619e-09,3,-0.0600000098347664,ida,-8.483446918533499
442.548,-1.0,2.795338627237243e-09,-0.239999994635582,-9.473001938431478e-09,3,-0.0599999874830246,ida,-8.55356557417021
443.55,-1.0,2.3913622193560964e-09,-0.300000011920929,-1.117196113398222e-08,3,-0.06000001728534701,ida,-8.62135463636723
444.549,-1.0,2.108812457990439e-09,-0.3600000143051147,-1.2890374989638081e-08,3,-0.06000000238418568,ida,-8.67596204144661
445.548,-1.0,1.9485950630837574e-09,-0.4199999868869781,-1.459192056074698e-08,3,-0.0599999725818634,ida,-8.710278402103455
446.547,-1.0,1.9436479092860277e-09,-0.47999998927116394,-1.619118528140007e-08,3,-0.060000002384185847,ida,-8.71138240448343
447.548,-1.0,2.159702860993207e-09,-0.5400000214576721,-1.767320689793905e-08,3,-0.06000003218650818,ida,-8.665605996399012
448.549,-1.0,2.6111603990131016e-09,-0.6000000238418579,-1.905273272484465e-08,3,-0.06000000238418579,ida,-8.583166449407736
449.547,-1.0,3.5295248945743643e-09,-0.6600000262260437,-2.023179490606708e-08,3,-0.06000000238418579,ida,-8.452283750575736
450.549,-1.0,5.1166297865279375e-09,-0.7200000286102295,-2.129307929976676e-08,3,-0.06000000238418579,ida,-8.29101600524492
451.549,-1.0,8.993398914469708e-09,-0.7799999713897705,-1.995903353702033e-08,3,-0.059999942779541016,ida,-8.046076142435467
453.224,-1.0,1.1890292306304668e-08,-0.8399999737739563,-2.436444823672446e-08,3,-0.06000000238418579,ida,-7.924807468724056
453.548,-1.0,1.9806433826374807e-08,-0.8999999761581422,-2.4377346363735345e-08,3,-0.0600000023841859,ida,-7.703193712697067
454.549,-1.0,3.263380676798988e-08,-0.959999978542328,-2.487394823447175e-08,4,-0.06000000238418579,ida,-7.4863322623475534
455.548,-1.0,5.348696774376549e-08,-1.019999980926514,-2.5415147320018153e-08,4,-0.0600000023841859,ida,-7.271752022211133
456.549,-1.0,8.697301012716707e-08,-1.080000042915344,-2.536151377796614e-08,4,-0.06000006198883012,ida,-7.060615498776716
457.616,-1.0,1.426944749027825e-07,-1.139999985694885,-2.604857662902305e-08,4,-0.059999942779541016,ida,-6.8455928423421675
